name,lng,lat
吉林.洮南,122.4536773,45.4756043
吉林.临江,127.1917103,41.81656597
吉林.金厂子,126.312032,43.002171
吉林.靖宇,126.9024685,42.44996651
吉林.松江河,127.8595633,42.78803645
吉林.长流,125.925486,41.782562
吉林.长春二热厂,125.3136424,43.89833761
吉林.白山,126.4357977,41.9458594
吉林.苗胜,125.5283657,42.70289932
吉林.梅河,125.691159,42.540206
吉林.德惠,125.7690444,44.51050715
吉林.舒兰,127.1167723,44.33546514
吉林.辽源,125.1336861,42.92330262
吉林.桦甸,127.0413924,43.0566311
吉林.扶余,125.5645633,45.13109192
吉林.蛟河,127.3517419,43.71675608
吉林.巨丰,126.569072,43.8526
吉林.四平,124.3913821,43.1755247
吉林.白城,122.8407767,45.62108628
吉林.珲春厂,130.7023666,43.07471934
东北.东丰站,125.4548089,42.6839339
东北.包家站,126.413109,43.949165
吉林.前郭,124.603686,45.33340658
吉林.城西,126.038545,42.950286
吉林.红石水厂,127.056399,42.991653
吉林.哈达湾,126.5530718,43.96352783
吉林.双辽厂,123.7085202,43.76769488
吉林.明城,126.019535,43.199858
吉林.丰满水厂,126.6982021,43.65451533
吉林.大安,124.296206,45.513448
东北.通化站,125.9426501,41.73639713
吉林.白山热电厂,126.4357977,41.9458594
吉林.双阳,125.7128224,43.53174702
吉林.榆树,126.6025008,44.87942293
吉林.东郊,125.419035,43.91044
东北.合心站,125.154799,43.955704
吉林.西郊,125.279124,43.896793
吉林.铁东,126.62532,43.898433
吉林.农安,125.0943271,44.46150609
吉林.五棵树,126.16218,44.794773
吉林.化肥,125.29147,43.869082
吉林.松花江厂,126.543978,43.82986
吉林.长山厂,126.069684,42.916297
吉林.城南,126.036906,43.293214
吉林.汪清,129.9539944,43.54014392
东北.松原站,124.8329945,45.13604897
吉林.长白,127.8643584,41.58470916
吉林.白城发厂,122.8407767,45.62108628
东北.龙嘉站,125.687103,44.071733
吉林.玉林,126.504473,43.895197
吉林.立业,126.571319,43.8336
吉林.双沟电站厂,127.165482,42.343004
吉林.玉隆,126.580161,43.833529
吉林.三家子,126.680432,43.831136
吉林.长春三热厂,125.3136424,43.89833761
吉林.九台厂,125.9688268,44.19437211
吉林.集安,125.998992,41.25141059
吉林.长春四热厂,125.3136424,43.89833761
吉林.大岗风场,126.943166,44.492534
东北.梨树站,124.343548,43.313766
吉林.辽源发厂,125.1336861,42.92330262
吉林.六道江,126.315086,41.878045
吉林.北正风场,123.443074,44.493516
东北.甜水站,121.821238,41.353692
吉林.长山,126.069684,42.916297
吉林.金珠,127.221071,44.492192
吉林.乾安风场,123.9691234,44.92691449
吉林.江南热电厂,126.574176,43.834165
吉林.靖边,130.376297,42.902769
吉林.永清,124.123216,43.75584
吉林.四平热电厂,124.3913821,43.1755247
吉林.延吉热电厂,129.4713015,43.0596666
吉林.云峰水厂,126.529194,43.83743
吉林.乾安,123.9691234,44.92691449
吉林.国庆,124.479263,45.320002
吉林.广发,126.515973,43.883966
吉林.长春一热新厂,125.3136424,43.89833761
东北.金城站,126.745499,42.975906
吉林.白城热电厂,122.8407767,45.62108628
吉林.山门风电场,124.43663,43.089848
吉林.黑鱼泡风场,126.479857,44.521726
吉林.米沙子,125.4880992,44.14158265
东北.平安站,127.183188,44.586332
吉林.塔东,128.5003019,43.9345295
吉林.同发风场,126.579656,43.906264
吉林.金英,126.425208,44.001318
吉林.白云,126.783237,42.982101
吉林.高集岗,126.1244489,42.66101715
吉林.和龙,128.9112108,42.46644229
吉林.长春变新,125.3136424,43.89833761
吉林.梨明,125.80987,41.691018
吉林.平泉,125.342883,43.876568
吉林.石龙电站厂,126.833256,43.095286
吉林.维昌,126.598212,43.859813
吉林.蛟河厂,127.3517419,43.71675608
吉林.正阳,127.376195,43.90301
吉林.汽车,125.324234,43.929768
吉林.海兰,127.349417,43.722802
吉林.明月,127.46639,43.937891
吉林.三井子风场,125.383973,45.129789
东北.吉林东站,126.564544,43.87198833
吉林.永安风场,126.630186,43.839229
吉林.乔嘉新,126.568287,43.854283
吉林.江北,126.577786,43.879134
吉林.兴原,126.52508,43.83435
东北.瞻榆站,122.6566969,44.51612312
吉林.团结风场,122.330666,44.604179
吉林.新华风场,126.535864,43.838856
吉林.兴隆山风场,126.535864,43.838856
东北.延吉站,129.4713015,43.0596666
吉林.怀德,126.567052,43.852207
吉林.井岗风场,125.216536,43.794252
吉林.祥生,126.575381,43.812933
吉林.南城,126.956198,44.411414
吉林.永吉,126.2275601,43.60148115
吉林.甄峰风场,129.005313,42.563374
东北.哈南站,126.599671,45.602947
东北.群林站,130.290744,46.641988
东北.方正站,128.9494187,45.81976936
黑龙江.太平站,126.205175,45.64015
东北.黑河换流站,127.5008303,50.25069009
黑龙江.哈西站,126.6192191,45.71119431
黑龙江.七台河厂,131.019048,45.77500537
黑龙江.哈发厂,126.654184,45.74752
黑龙江.莲花厂,126.801953,46.346219
黑龙江.哈一热厂,126.705452,45.786599
黑龙江.镜泊湖厂,129.027104,44.010419
黑龙江.利民站,129.609296,44.584394
东北.兴福站,128.87544,47.723844
黑龙江.龙华厂,124.874069,48.501569
东北.大庆站,125.0218397,46.59670902
东北.松北站,126.4522711,45.94145815
黑龙江.大顶子山厂,127.4307325,46.24475552
黑龙江.呼玛站,124.9120023,51.81313009
黑龙江.哈东站,127.190543,45.757396
黑龙江.哈尔滨站,126.6577169,45.77322463
黑龙江.加格达奇站,124.132794,50.426
黑龙江.塔河站,124.6402034,52.71650625
黑龙江.正阳站,123.323926,47.6067
黑龙江.哈三A厂,126.26636,46.2267
黑龙江.富热A厂,123.633372,47.220163
黑龙江.伊春站,128.9005796,47.74195924
黑龙江.环山站,128.2844985,45.07352234
黑龙江.鹤南站,126.658487,45.722522
黑龙江.东郊站,127.430944,46.085147
黑龙江.江北站,127.388883,45.984995
黑龙江.城乡站,126.576028,45.724664
东北.永源站,127.031788,45.780321
东北.林海站,126.568076,45.731119
黑龙江.鹤岗A厂,130.2924721,47.3386659
东北.冯屯站,124.137203,47.470519
黑龙江.双鸭山B厂,131.1714017,46.65510206
黑龙江.鸡联站,131.10967,46.648421
黑龙江.庆北站,125.113485,46.660638
黑龙江.达连河站,129.4309471,46.17714108
黑龙江.西格木站,130.2799448,46.76097471
黑龙江.浩良河站,129.6388375,46.73504958
黑龙江.佳南站,130.310011,46.815506
黑龙江.芦家站,128.035527,46.18039
黑龙江.花马站,126.592767,45.705964
黑龙江.富锦站,132.5390014,47.17067255
黑龙江.建三江站,132.6693373,47.27239318
黑龙江.密山站,132.1765624,45.46976543
黑龙江.前锋站,133.896079,47.601368
黑龙江.城南站,130.579664,46.232473
黑龙江.红旗站,126.533942,45.586994
黑龙江.杏花站,127.169,44.90775
黑龙江.七台河站,131.019048,45.77500537
黑龙江.新民站,131.813446,46.550388
黑龙江.双鸭山站,131.1714017,46.65510206
黑龙江.饶河站,133.7292587,47.07262854
黑龙江.先锋站,126.698389,45.772521
黑龙江.齐齐哈尔站,123.9872889,47.34769981
黑龙江.让湖路站,124.8857467,46.66807975
黑龙江.红兴隆站,133.0100011,46.53621155
黑龙江.牡二A厂,129.616707,44.543619
黑龙江.中本站,125.48793,46.59342
黑龙江.富拉尔基站,123.5719984,47.22895185
黑龙江.东宁站,130.8503891,44.03243574
黑龙江.绥芬河站,131.1024565,44.40800517
黑龙江.丰乐站,125.427196,45.784259
黑龙江.福利站,131.140684,46.728732
黑龙江.雅鲁河站,122.857293,47.634533
黑龙江.繁荣站,125.882143,47.381228
黑龙江.曙光站,125.658432,48.427195
黑龙江.北郊站,123.489042,47.941268
黑龙江.卧里屯站,125.2172071,46.47054051
黑龙江.春蕾站,124.002003,47.359114
黑龙江.恒山站,130.9162668,45.13857083
黑龙江.振兴站,130.537442,47.703133
黑龙江.拉东站,124.474208,47.796901
黑龙江.双城站,126.2089303,45.42969428
黑龙江.南苑站,126.642104,45.71614
黑龙江.鹿林山站,130.2685974,47.292144
黑龙江.开发站,126.786032,45.744918
黑龙江.牡北站,129.292962,44.293082
黑龙江.北钢站,131.029746,45.29280296
黑龙江.林口站,130.0231805,45.39610173
黑龙江.梨树站,130.7652385,45.0970643
黑龙江.五常站,127.4911126,44.77254356
黑龙江.富二厂,129.604038,44.58007
黑龙江.金山站,129.430463,47.430074
黑龙江.齐热厂,124.066419,47.377812
黑龙江.平房站,126.640672,45.604265
黑龙江.建龙站,126.981493,45.566272
黑龙江.亚布力站,128.488853,44.792322
黑龙江.富裕风电厂,124.5717468,47.66582009
黑龙江.轧钢站,126.981254,45.562501
黑龙江.和平站,127.960429,44.44555
黑龙江.瑞好风电厂,125.182925,46.581534
黑龙江.马鞍山风电厂,124.858284,46.552096
黑龙江.北安站,127.111546,48.11594572
黑龙江.鸡冠山风电厂,127.170603,45.696825
黑龙江.黑河站,127.5008303,50.25069009
黑龙江.晨光风电厂,125.153516,48.786699
黑龙江.海伦站,126.8971292,47.4472696
黑龙江.富强风电厂,127.517563,46.881579
黑龙江.猴石风电厂,127.477148,46.262686
黑龙江.北架风电厂,130.523404,46.108182
黑龙江.克山站,125.7064709,48.16709076
黑龙江.驿马山风电厂,127.2440203,46.12246014
黑龙江.绥化站,126.9890946,46.64606393
黑龙江.富锦风电厂,132.5390014,47.17067255
黑龙江.嫩东站,125.228447,49.189947
黑龙江.横岱山风电厂,130.1327195,46.0412721
黑龙江.古力风电厂,132.243578,47.228393
黑龙江.白山风电厂,131.88675,45.555026
黑龙江.海林站,129.2214141,44.90361744
黑龙江.多宝山站,125.8108338,50.25566581
黑龙江.青龙风电厂,132.973456,47.729682
黑龙江.街津山风电厂,132.861559,47.935591
黑龙江.穆棱站,130.3955259,44.57686986
黑龙江.蝙蝠山风电厂,130.866136,46.761642
黑龙江.阿南站,126.613787,45.731518
黑龙江.曙光风电厂,126.55333,45.576584
黑龙江.青梅站,129.714556,44.640535
黑龙江.望云峰风电厂,130.836644,47.583422
黑龙江.宾州站,127.499044,45.762633
黑龙江.温春站,129.5065778,44.44419803
黑龙江.佳西厂,130.295178,46.814674
黑龙江.北安厂,127.111546,48.11594572
黑龙江.十文字风电厂,130.9199617,44.7538669
黑龙江.中心站,126.695354,45.746855
黑龙江.双鸭山A厂,131.1714017,46.65510206
黑龙江.大庆A厂,125.0218397,46.59670902
黑龙江.宾发站,126.259256,47.786539
黑龙江.尚志站,128.3161702,45.08389301
黑龙江.双热厂,126.818061,45.739872
黑龙江.佳木斯B厂,130.2847346,46.8137796
黑龙江.宏伟A厂,129.827939,46.487071
黑龙江.鹤立达厂,130.3089667,47.06206978
黑龙江.鹤矿热厂,130.296709,47.351332
黑龙江.宏伟B厂,129.827939,46.487071
黑龙江.乙烯厂,125.197849,46.455119
黑龙江.宝清站,132.4092786,46.40938321
黑龙江.阿城站,127.1246218,45.55733519
黑龙江.新华厂,126.840306,45.624483
黑龙江.铁力站,128.5525175,46.86632868
黑龙江.同北站,124.813957,46.040447
黑龙江.太阳山风电厂,130.169014,43.992677
黑龙江.桦川站,130.9630176,46.98925842
黑龙江.漠河站,122.7157208,52.94565862
黑龙江.哈热厂,126.698009,45.714725
黑龙江.宝山风电厂,131.5648359,46.52922798
黑龙江.兴安站,130.2443753,47.23371007
黑龙江.虎林站,133.1211061,45.9972762
黑龙江.孙吴站,127.3166723,49.37065554
黑龙江.苏家店风电厂,130.388394,46.823179
黑龙江.石青山风电厂,132.9337516,45.82143538
黑龙江.尼尔基厂,124.511244,48.48467699
黑龙江.王牵站,126.59589,45.728337
黑龙江.双牵站,126.59589,45.728337
黑龙江.康金站,126.767212,46.18773
黑龙江.延寿站,128.4639429,45.48952022
黑龙江.巴彦站,127.3242874,46.34041554
黑龙江.新立站,127.064868,46.396499
黑龙江.庆安站,127.8444898,47.07036597
黑龙江.肇东站,125.8497312,46.00930592
黑龙江.鸡西二热厂,130.9417673,45.32153989
黑龙江.哈三B厂,126.609533,45.753329
黑龙江.中盟厂,126.712217,45.756386
黑龙江.牡二B厂,129.621775,44.567526
黑龙江.新青站,129.7873569,48.21612641
黑龙江.鸡西厂,130.9417673,45.32153989
黑龙江.小城山风电厂,126.7375556,50.37495865
黑龙江.美林风电厂,125.1267473,46.59941137
黑龙江.虚拟厂站,126.592657,45.705282
黑龙江.日新站,126.709964,45.749157
黑龙江.汤原站,129.934071,46.753901
黑龙江.汤旺河站,129.5387538,48.5632626
黑龙江.绥阳风电厂,130.894534,44.433455
黑龙江.虎峰岭风电厂,128.977939,44.92978
黑龙江.红旗风电厂,126.567372,45.678237
黑龙江.爱华风电厂,126.679488,45.745088
黑龙江.昂昂溪站,123.9729346,47.10404838
黑龙江.金都站,126.981823,45.538298
黑龙江.兴凯湖风电厂,132.4147497,45.23426377
黑龙江.西牵站,128.021156,46.991925
黑龙江.东升站,129.596505,48.33307
黑龙江.大黑山风电厂,129.829661,46.256111
黑龙江.新区站,126.702563,45.787939
黑龙江.群力站,126.56624,45.755457
黑龙江.白林站,129.326995,47.521073
黑龙江.和平风电厂,128.622721,47.744068
黑龙江.海浪风电厂,129.24934,44.335217
东北.集贤站,131.1505559,46.81843708
黑龙江.德善站,128.8509342,45.81166585
黑龙江.尖山风电厂,131.178514,46.6585246
黑龙江.锦江站,123.664459,47.208561
黑龙江.河西站,126.540207,45.541195
东北.庆云站,126.985841,45.542001
黑龙江.中山站,130.013959,46.517888
黑龙江.北兴站,126.656514,45.785053
黑龙江.顶丰风电厂,125.099772,46.576971
黑龙江.双北牵站,123.964083,47.383645
黑龙江.草原风电厂,124.543521,46.493478
黑龙江.顺德风电厂,130.40424,46.817563
黑龙江.宝翠站,123.506972,47.936156
黑龙江.滴道站,130.7348359,45.35434235
黑龙江.抚远站,134.2960442,47.9261052
黑龙江.代马沟风电厂,124.2711802,47.61380141
东北.前进站,130.3979102,46.80972198
黑龙江.西城热电厂,126.982721,46.639126
黑龙江.七里嘎风电厂,131.4786,45.880223
黑龙江.锐驰风电厂,126.578635,45.724506
黑龙江.安邦河风电厂,131.160554,46.69427765
黑龙江.胡铁岭站,129.4125474,45.76680692
黑龙江.甘南站,123.515939,47.928432
黑龙江.哈拉海风电厂,123.620014,47.637117
黑龙江.乌裕尔站,125.442642,47.870868
黑龙江.大庆B厂,125.0218397,46.59670902
黑龙江.洪胜站,124.929452,46.636854
黑龙江.西南热电厂,127.86709,46.383705
黑龙江.渠首风电厂,127.936158,49.37882745
黑龙江.绥滨站,131.8565949,47.48300702
黑龙江.吉成风电厂,126.579604,45.925777
黑龙江.哈平南热电厂,126.666278,45.644424
黑龙江.岭东风电厂,131.2460242,46.45952157
黑龙江.泰中站,126.642886,45.783175
黑龙江.火炬站,125.1316894,46.65670827
黑龙江.岔林河风电厂,128.7082271,45.98641314
黑龙江.丹江风电厂,129.652842,44.58545
黑龙江.牡热厂,129.61807,44.5883
黑龙江.黑河热电厂,127.5008303,50.25069009
黑龙江.源兴站,126.676381,45.783541
黑龙江.宁钢站,124.463877,47.805187
黑龙江.中丹风电厂,127.401538,45.770064
黑龙江.长安站,126.582851,45.872248
黑龙江.双津河风电厂,127.996526,45.198283
黑龙江.柞树林站,130.9834359,47.06648882
黑龙江.大个岭风电厂,127.591919,45.57718
黑龙江.老虎岗风电厂,126.4945732,45.04676291
黑龙江.大庆110kV虚拟厂站,125.0218397,46.59670902
黑龙江.白石站,129.060761,43.979804
黑龙江.东升厂,126.710625,45.642173
黑龙江.松岭站,124.724712,52.342924
黑龙江.夹信山风电厂,129.463768,45.906954
黑龙江.阿廷河风电厂,129.0520008,48.94757518
黑龙江.瑞信风电厂,123.987715,47.358195
黑龙江.伊春110kV虚拟厂站,128.9005796,47.74195924
黑龙江.立宏风电厂,123.999074,47.368017
黑龙江.移动站,126.645303,45.573362
黑龙江.联通站,123.959098,47.337166
黑龙江.兰西站,126.2135429,46.35835014
黑龙江.江湾站,129.622594,46.163758
黑龙江.红牵站,130.299873,47.352469
黑龙江.里牵站,130.299873,47.352469
黑龙江.龙祥站,126.524365,45.834694
黑龙江.龙牵站,126.524365,45.834694
黑龙江.高牵站,126.524365,45.834695
黑龙江.纲要站,125.56668,47.697716
黑龙江.东明园风电厂,130.838773,47.579017
黑龙江.驼腰子风电厂,130.794693,46.245896
黑龙江.伊春热电厂,128.9005796,47.74195924
黑龙江.宋牵站,130.299846,47.352564
黑龙江.太保站,131.246714,46.741405
黑龙江.东堤风电厂,129.596723,46.330172
黑龙江.安达热电厂,125.3845524,46.53546713
黑龙江.胜利风电厂,127.578934,47.31809
黑龙江.磨牵站,127.578934,47.3181
黑龙江.穆牵站,127.578934,47.31811
黑龙江.鳞牵站,127.578934,47.31812
黑龙江.芬牵站,127.578934,47.31813
黑龙江.万龙风电厂,126.664073,45.726736
黑龙江.任兴站,127.488669,46.411543
黑龙江.细鳞河站,128.7891402,45.34160056
黑龙江.东辉风电厂,126.615692,45.757347
黑龙江.青冈站,125.9605242,46.84656051
黑龙江.拉弹泡风电厂,124.6022722,46.7451395
黑龙江.龙杨光伏电站,124.425603,47.013259
东北.鸡西站,130.9417673,45.32153989
黑龙江.米都站,126.554714,45.873378
黑龙江.友谊光伏电站,131.8549989,46.78859281
黑龙江.泰光光伏电站,131.8549989,46.78859281
黑龙江.农义光伏电站,125.41611,46.441013
黑龙江.富热B厂,123.633372,47.220163
黑龙江.新海风电厂,129.41075,44.579992
黑龙江.绿洲光伏电站,126.65647,45.76846
黑龙江.榆牵站,126.65647,45.76847
黑龙江.鹤岗B厂,130.2924721,47.3386659
东北.清源站,130.338925,46.813813
黑龙江.蓝天光伏电站,126.676658,45.753507
黑龙江.平岗风电厂,130.770947,45.163731
黑龙江.银浪风电厂,124.8474452,46.50884131
黑龙江.五连湖风电厂,126.175351,48.737904
黑龙江.爱建站,126.609205,45.768641
黑龙江.哈尔滨110kV虚拟厂站,126.6577169,45.77322463
黑龙江.长元光伏电站,126.6577169,45.77322463
黑龙江.泉林厂,126.681347,45.764826
黑龙江.佳木斯110kV虚拟厂站,130.2847346,46.8137796
黑龙江.同榆站,127.144832,44.920807
黑龙江.白牵站,127.144832,44.920808
黑龙江.碾牵站,127.144832,44.920809
黑龙江.兴旺光伏电站,129.097257,45.955477
黑龙江.万福光伏电站,126.76048,47.118576
黑龙江.太平桥站,126.685836,45.790895
黑龙江.华光光伏电站,123.664174,47.218868
黑龙江.青肯泡光伏电站,125.512695,46.335014
黑龙江.新阳光伏电站,126.6228843,45.7648678
黑龙江.宁姜光伏电站,123.779148,46.33606
黑龙江.太牵站,123.779148,46.33607
黑龙江.辉庆光伏电站,123.779148,46.33608
黑龙江.绿锐光伏电站,123.779148,46.33609
黑龙江.富荣光伏电站,127.812983,46.424153
东北.额尔敦风电场,116.094619,43.941284
东北.达赉东风电场,117.481863,49.601451
东北.团结站,122.231835,43.482175
东北.锦绣站,128.939052,47.904868
东北.天源风电场,122.216607,43.652442
东北.阿尔山站,119.954307,47.178283
东北.德伯斯站,121.371114,46.498875
东北.吉利风电场,121.371114,46.498876
东北.和谊站,120.732371,42.872909
东北.扣河子站,121.254258,42.469614
东北.柳河风电场,117.53532,43.247138
东北.大于营风电场,118.246907,42.630319
东北.南广场站,118.246907,42.63032
东北.黄羊洼风电场,119.833578,42.733717
东北.太本站,118.418279,44.086547
东北.哈克站,120.084896,49.194144
东北.敖伦风电场,121.9566,42.845098
东北.驰宏站,119.773352,49.216796
东北.永丰站,124.388876,48.663251
东北.诺门罕站,122.057463,46.12191
东北.阿木古郎站,118.277639,48.224048
东北.红星站,122.297223,43.626195
东北.罕苏木站,119.922182,44.437115
东北.前旗站,121.97433,46.081046
东北.塔林花风电场,119.961072,44.387352
东北.高尔真风电,119.961072,44.387353
东北.兴安风电,120.774109,49.297922
东北.深能光伏,120.774109,49.297923
东北.富河站,119.299132,44.459083
东北.牧场站,121.684746,44.163913
东北.五角枫站,121.527315,45.225604
东北.哲里木站,120.601488,45.561464
东北.立竣站,120.601488,45.561465
东北.茂道吐站,122.979012,43.638836
东北.功然站,122.979012,43.638837
东北.萨如拉站,120.396099,45.465648
东北.红土井风电场,119.363884,44.009072
东北.马林站,119.204731,42.270869
东北.八连站,119.204731,42.27087
东北.阿荣旗站,123.463711,48.133126
东北.柏林站,119.249541,41.820899
东北.松州站,118.947516,42.266053
东北.金安站,119.041685,42.307653
东北.字山站,117.540281,43.239625
东北.联合风电场,118.930599,42.334397
东北.深能义和风电场,120.938677,43.744183
东北.哈日道布风电场,120.748396,42.798068
东北.煤窑山风电场,118.881222,42.546222
辽宁.鞍钢三厂,122.936257,41.153031
辽宁.王四营子风电场,122.079152,41.984761
吉林.华能煤矸石厂,126.535291,43.88831
东北.通辽二厂,122.2603633,43.63375607
东北.三湖风电,126.565797,43.814331
辽宁.华昌站,121.646403,38.920779
辽宁.劝工站,121.646403,38.92078
辽宁.太原站,123.405528,41.795951
辽宁.五爱站,123.45694,41.793866
辽宁.阜煤厂,121.725383,42.027374
东北.凤凰岭风电场,124.525071,40.503598
东北.虚拟站一,124.525071,40.503599
东北.虚拟站三,124.525071,40.5036
东北.虚拟站二,124.525071,40.503601
东北.虚拟站四,124.525071,40.503602
国调.胜利特高压站,116.052364,43.949413
国调.锡盟特高压站,116.052364,43.949413
辽宁.T接线虚拟站,116.052364,43.949414
东北.阜新站,121.664909,42.064019
东北.冯屯串补站,124.135047,47.475643
国调.锡林浩特换流站,116.034976,43.925453
